,ANESTESISTA,PROCEDIMENTO,DURACAO_ANESTESIA
663,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISÁRIA AO NÍVEL DO JOELHO,42.5
664,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISÁRIA DISTAL DE TÍBIA,92.22666666666666
665,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA SUBTROCANTERIANA,37.422222222222224
666,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA SUPRACONDILEANA DO FÊMUR (METÁFISE DISTAL),26.538888888888888
667,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA TRANSTROCANTERIANA,30.485897435897435
668,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA VICIOSAMENTE CONSOLIDADA DOS OSSOS LONGOS EXCETO DA MÃO E DO PÉ,0.0
669,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA-LUXAÇÃO DA ARTICULAÇÃO COXOFEMORAL (DUPLO ACESSO),1.0
670,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA-LUXAÇÃO DE GALEAZZI / MONTEGGIA / ESSEX-LOPRESTI,47.333333333333336
671,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURAS DOS OSSOS DO CARPO,36.5
672,Sarah Brown,TRATAMENTO CIRÚRGICO DE HALUX VALGUS C/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO,27.55
673,Sarah Brown,TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR DO MEMBRO SUPERIOR: COTOVELO / PUNHO,38.666666666666664
674,Sarah Brown,TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO),37.6
675,Sarah Brown,TRATAMENTO CIRÚRGICO DE LESÃO DA MUSCULATURA INTRÍNSECA DA MÃO,5.0
676,Sarah Brown,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXACAO DOS OSSOS DO CARPO,40.0
677,Sarah Brown,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO AO NÍVEL DO JOELHO,28.0
678,Sarah Brown,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO CARPO-METACARPIANA,33.1395061728395
679,Sarah Brown,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METACARPO-FALANGIANA,33.33771929824561
680,Sarah Brown,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO INTER-FALANGEANA,33.25128205128205
681,Sarah Brown,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO-FALANGIANA / INTER-FALANGIANA,30.008333333333333
682,Sarah Brown,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO SUBTALAR E INTRA-TARSICA,51.0
683,Sarah Brown,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO TARSO-METATARSICA,32.5
684,Sarah Brown,TRATAMENTO CIRÚRGICO DE LUXAÇÃO OU FRATURA-LUXAÇÃO DO COTOVELO,36.63636363636363
685,Sarah Brown,TRATAMENTO CIRÚRGICO DE METATARSO PRIMO VARO,33.53333333333333
686,Sarah Brown,TRATAMENTO CIRÚRGICO DE MÃO OU PÉ EM FENDA / DEDO BÍFIDO / MACRODACTILIA / POLIDACTILIA,32.5
687,Sarah Brown,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE DO FÊMUR,17.5
688,Sarah Brown,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE TIBIAL,20.2
689,Sarah Brown,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA MÃO,40.0
690,Sarah Brown,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ANTEBRAÇO,25.0
691,Sarah Brown,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO/ PERDA ÓSSEA DA METÁFISE TIBIAL,40.81666666666667
692,Sarah Brown,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE NA REGIÃO METAFISE-EPIFISÁRIA DISTAL DO RÁDIO E ULNA,26.66111111111111
693,Sarah Brown,TRATAMENTO CIRÚRGICO DE ROTURA / DESINSERÇÃO / ARRANCAMENTO CAPSULO-TENO-LIGAMENTAR NA MÃO,25.0
694,Sarah Brown,TRATAMENTO CIRÚRGICO DE ROTURA DE MENISCO COM SUTURA MENISCAL UNI / BICOMPATIMENTAL,33.523809523809526
695,Sarah Brown,TRATAMENTO CIRÚRGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL,26.116666666666667
696,Sarah Brown,TRATAMENTO CIRÚRGICO DE RUTURA DO APARELHO EXTENSOR DO DEDO,25.68
697,Sarah Brown,TRATAMENTO CIRÚRGICO DE SINDACTILIA DA MÃO (POR ESPACO INTERDIGITAL),45.0
698,Sarah Brown,TRATAMENTO CIRÚRGICO DO HALUX VALGUS S/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO,10.183333333333334
699,Sarah Brown,TRATAMENTO CIRÚRGICO P/ CENTRALIZAÇÃO DO PUNHO,30.549999999999997
700,Sarah Brown,TRATAMENTO CONSERVADOR DE FRATURA / LESAO LIGAMENTAR / ARRANCAMENTO OSSEO AO NIVEL DA PELVE,35.0
701,Sarah Brown,TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO INFERIOR COM IMOBILIZAÇÃO,30.0
702,Sarah Brown,TRATAMENTO DAS LESÕES OSTEO-CONDRAIS POR FIXAÇÃO OU MOSAICOPLASTIA JOELHO/TORNOZELO,49.675
703,Sarah Brown,VIDEOARTROSCOPIA,25.0
704,Sarah Rich,ARTROPLASTIA TOTAL PRIMARIA DO JOELHO,60.0
705,Sarah Rich,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS,25.505555555555556
706,Sarah Rich,EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE MÉDIAS / GRANDES ARTICULAÇÕES,25.0
707,Sarah Rich,RECONSTRUCAO DE TENDAO PATELAR / TENDAO QUADRICIPITAL,35.8
708,Sarah Rich,RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR),37.83095238095238
709,Sarah Rich,REDUCAO INCRUENTA DA LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTERFALANGIANA DO PE,35.0
710,Sarah Rich,REDUÇÃO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXACAO NO PUNHO,39.88333333333333
711,Sarah Rich,RETIRADA DE CORPO ESTRANHO SUBCUTANEO,25.05
712,Sarah Rich,RETIRADA DE FIO OU PINO INTRA-ÓSSEO,34.43333333333333
713,Sarah Rich,RETIRADA DE PLACA E/OU PARAFUSOS,25.375
714,Sarah Rich,TENOMIORRAFIA,26.25
715,Sarah Rich,TENOPLASTIA OU ENXERTO DE TENDÃO UNICO,20.416666666666668
716,Sarah Rich,TRATAMENTO CIRURGICO DAS DESINSERCOES DAS ESPINHAS INTERCONDILARES / EPICONDILARES,25.0
717,Sarah Rich,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE),35.0
718,Sarah Rich,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR,25.0
719,Sarah Rich,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO),30.0
720,Sarah Rich,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DOS METACARPIANOS,32.5
721,Sarah Rich,TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO,17.15
722,Sarah Rich,TRATAMENTO CIRÚRGICO DE FRATURA DA CLAVÍCULA,25.0
723,Sarah Rich,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA,41.8
724,Sarah Rich,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DO FÊMUR,25.572222222222223
725,Sarah Rich,TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO,309.99
726,Sarah Rich,TRATAMENTO CIRÚRGICO DE FRATURA DA PATELA POR FIXAÇÃO INTERNA,39.85
727,Sarah Rich,TRATAMENTO CIRÚRGICO DE FRATURA DE EXTREMIDADES / METÁFISE PROXIMAL DOS OSSOS DO ANTEBRAÇO,15.0
728,Sarah Rich,TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL,29.6
729,Sarah Rich,TRATAMENTO CIRÚRGICO DE FRATURA DO TORNOZELO UNIMALEOLAR,28.666666666666668
730,Sarah Rich,TRATAMENTO CIRÚRGICO DE FRATURA INTERCONDILEANA / DOS CÔNDILOS DO FÊMUR,35.03333333333333
731,Sarah Rich,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISARIA DOS OSSOS DO ANTEBRAÇO,35.0
732,Sarah Rich,TRATAMENTO CIRÚRGICO DE FRATURA TRANSTROCANTERIANA,50.5
733,Sarah Rich,TRATAMENTO CIRÚRGICO DE FRATURA-LUXAÇÃO DE GALEAZZI / MONTEGGIA / ESSEX-LOPRESTI,0.45
734,Sarah Rich,TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR DO MEMBRO SUPERIOR: COTOVELO / PUNHO,30.0
735,Sarah Rich,TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO),30.116666666666667
736,Sarah Rich,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXACAO DOS OSSOS DO CARPO,33.0
737,Sarah Rich,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METACARPO-FALANGIANA,32.925
738,Sarah Rich,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO INTER-FALANGEANA,35.0
739,Sarah Rich,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO-FALANGIANA / INTER-FALANGIANA,35.0
740,Sarah Rich,TRATAMENTO CIRÚRGICO DE LUXAÇÃO OU FRATURA-LUXAÇÃO DO COTOVELO,35.0
741,Sarah Rich,TRATAMENTO CIRÚRGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL,38.96666666666667
742,Sarah Rich,TRATAMENTO DAS LESÕES OSTEO-CONDRAIS POR FIXAÇÃO OU MOSAICOPLASTIA JOELHO/TORNOZELO,40.0
743,Teresa Martin,AMPUTAÇÃO / DESARTICULAÇÃO DE MEMBROS SUPERIORES,35.0
744,Teresa Martin,AMPUTAÇÃO / DESARTICULAÇÃO DE MÃO E PUNHO,58.0
745,Teresa Martin,ARTROPLASTIA TOTAL PRIMARIA DO JOELHO,29.0
746,Teresa Martin,CURATIVO GRAU II C/ OU S/ DEBRIDAMENTO,35.0
747,Teresa Martin,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS,38.96666666666667
748,Teresa Martin,RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR),33.520833333333336
749,Teresa Martin,REDUÇÃO INCRUENTA DISJUNÇÃO / LUXAÇÃO / FRATURA / FRATURA-LUXAÇÃO AO NÍVEL DO ANEL PÉLVICO,45.0
750,Teresa Martin,RETIRADA DE CORPO ESTRANHO INTRA-ARTICULAR,15.0
751,Teresa Martin,RETIRADA DE PLACA E/OU PARAFUSOS,40.0
752,Teresa Martin,TENOMIORRAFIA,25.0
753,Teresa Martin,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS,37.0
754,Teresa Martin,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR,23.0
755,Teresa Martin,TRATAMENTO CIRÚRGICO DE DEDO EM MARTELO / EM GARRA (MÃO E PÉ),29.0
756,Teresa Martin,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO,40.0
757,Teresa Martin,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO),45.0
758,Teresa Martin,TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO,36.64
759,Teresa Martin,TRATAMENTO CIRÚRGICO DE FRATURA DA CLAVÍCULA,54.98333333333333
760,Teresa Martin,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA,38.04166666666667
761,Teresa Martin,TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO,27.3375
762,Teresa Martin,TRATAMENTO CIRÚRGICO DE FRATURA DA PATELA POR FIXAÇÃO INTERNA,29.333333333333332
763,Teresa Martin,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA ÚNICA DO RÁDIO / DA ULNA,32.5
764,Teresa Martin,TRATAMENTO CIRÚRGICO DE FRATURA DO ACETÁBULO,1420.0
765,Teresa Martin,TRATAMENTO CIRÚRGICO DE FRATURA DO PILÃO TIBIAL,60.0
766,Teresa Martin,TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL,29.65833333333333
767,Teresa Martin,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISARIA DOS OSSOS DO ANTEBRAÇO,39.83888888888889
768,Teresa Martin,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISÁRIA DISTAL DE TÍBIA,30.0
769,Teresa Martin,TRATAMENTO CIRÚRGICO DE HALUX VALGUS C/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO,23.0
770,Teresa Martin,TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR DO MEMBRO SUPERIOR: COTOVELO / PUNHO,23.0
771,Teresa Martin,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METACARPO-FALANGIANA,70.0
772,Teresa Martin,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO INTER-FALANGEANA,15.0
773,Teresa Martin,TRATAMENTO CIRÚRGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL,27.0
774,Teresa Martin,TRATAMENTO CIRÚRGICO DE RUTURA DO APARELHO EXTENSOR DO DEDO,110.0
775,Thomas Hood,REDUÇÃO INCRUENTA C/ MANIPULAÇÃO DE LUXAÇÃO ESPONTANEA / PROGRESSIVA DO QUADRIL COM APLICAÇÃO DE DISPOSITIVOS DE CONTENÇÃO,11.0
